"source_path","source_sha256","source_revision","function_name","classification","matlab_signature","matlab_arguments","optional_arguments","default_arguments","output_arity","variable_output_arity","output_arity_semantics","output_names","output_semantics","documentation_url","author_annotation","declared_dependencies","unresolved_declared_dependencies","inferred_dependencies","upstream_calls","external_toolboxes","sparse_support","sparse_primitives","densification","direct_rng_calls","uses_global_rng_via","random_behavior","mathematical_category","proposed_julia_name","proposed_julia_signature","compatibility_alias","implementation_status","test_status","documentation_status","benchmark_status","license_provenance_status","review_status","review_notes","known_numerical_or_semantic_ambiguities","line_count"
"RandomSuperoperator.m","ac2862092569e0878c0f5dac68f4cd58670992ae44adea26d2d7dfb36c07d96f","d8589610f00cff106537268dee2e2a1153f3a601","RandomSuperoperator","public","function Phi = RandomSuperoperator(dim,varargin)","dim;varargin","TP;UN;RE;KR","TP=1;UN=0;RE=0;KR=prod(DIM)","1","false","exactly_1_outputs","Phi","Generates a random superoperator","http://www.qetlab.com/RandomSuperoperator","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;MaxEntangled;OperatorSinkhorn;opt_args;PartialTrace;PermuteSystems;RandomDensityMatrix;RandomStateVector;RandomUnitary;SchmidtDecomposition;Swap","","OperatorSinkhorn;opt_args;PartialTrace;RandomDensityMatrix","iden;MaxEntangled;OperatorSinkhorn;opt_args;PartialTrace;PermuteSystems;RandomDensityMatrix;RandomStateVector;RandomUnitary;SchmidtDecomposition;Swap","","not_declared","","none_detected","","RandomDensityMatrix;RandomStateVector;RandomUnitary","implicit_matlab_global_rng_transitive_via:RandomDensityMatrix,RandomStateVector,RandomUnitary","random_generation","random_superoperator","random_superoperator(rng::AbstractRNG, dim; trace_preserving=true, unital=false, proportional_unital=false, real=false, kraus_rank=nothing, representation=:kraus, T=Float64, atol=0, rtol=nothing, max_attempts=8, max_iterations=1000, max_condition_number=nothing, max_dimension=4096, max_entries=10000000, max_work=1000000000)","RandomSuperoperator","verified","local_139-focused-and-106-supplemental-property-oracle-assertions-pass_on-julia-1.12.6-and-1.10.11_matlab-not-run","complete_native-and-compatibility-docstrings_focused-guide_api-navigation_migration-and-oracle-evidence-present","three_local_cases_added_targeted_smoke_pending","qetlab-bsd-2-clause-license-verified","manually_reviewed_wp2_mapping","All four pinned marginal branches are covered with an explicit RNG, Kraus complete-positivity certificate, rank diagnostics, and bounded retries/work; raw Choi output remains available through the compatibility wrapper.;Five source-free Octave 11.3 fixtures are supplemental property evidence because random matrices are not compared entrywise across unrelated RNG algorithms; MATLAB was unavailable.;Pinned permissive non-Boolean flags, oversized ranks, global RNG use, and unbounded retry behavior are deliberately corrected rather than reproduced.;Strict TP plus unitality is rejected for unequal dimensions; the pinned proportional-output behavior is retained only through the explicit proportional_unital correction and compatibility opt-in.","MATLAB varargin/default semantics require manual review;transitively uses implicit MATLAB global RNG via RandomDensityMatrix, RandomStateVector, RandomUnitary","77"
"RandomUnitary.m","4572f226a2a8bdaaa99129f6fb2745f9e243117764eb6087ed666b56ca54fb76","d8589610f00cff106537268dee2e2a1153f3a601","RandomUnitary","public","function U = RandomUnitary(dim,varargin)","dim;varargin","RE","RE=0","1","false","exactly_1_outputs","U","Generates a random unitary or orthogonal matrix","http://www.qetlab.com/RandomUnitary","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args","","opt_args","opt_args","","not_declared","","none_detected","randn","","implicit_matlab_global_rng_direct:randn","random_generation","random_unitary","random_unitary(rng::AbstractRNG, dim; real=false)","RandomUnitary","verified","local_seeded_unitary_orthogonal_reproducibility_wrapper_and_global_rng_isolation_tests_pass","api_docstring_rng_contract_focused_page_migration_and_reproducibility_docs_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_b_mapping","The phase-corrected QR construction consumes only the supplied RNG.;Unitary/orthogonal properties and global-stream isolation are tested; cross-language streams are not compared.","implicit MATLAB global RNG; Julia API must accept an explicit rng;MATLAB varargin/default semantics require manual review","39"
"Realignment.m","836fea61ec06a1e9e9f5c4591991d25af6c0aa41edd33c287bd680d72ece8ca3","d8589610f00cff106537268dee2e2a1153f3a601","Realignment","public","function RX = Realignment(X,varargin)","X;varargin","DIM","DIM=has all subsystems of equal dimension","1","false","exactly_1_outputs","RX","Computes the realignment of a bipartite operator","http://www.qetlab.com/Realignment","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;PartialTranspose;PermuteSystems;Swap","","opt_args;PartialTranspose;Swap","opt_args;PartialTranspose;PermuteSystems;Swap","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","tensor_and_subsystem_operations","realign","realign(matrix, dims; systems=(1,)); realign(matrix, row_dims, column_dims; systems=(1,))","Realignment","verified","local_property_and_wrapper_tests_pass_matlab_differential_not_run","api_docstring_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_a_mapping","Basis-map, round-trip, sparse, rectangular, and compatibility-wrapper tests pass locally; MATLAB differential parity has not been run.;The native API generalizes the pinned bipartite map to an explicit subsystem partition and supplies a project-native exact inverse.","MATLAB varargin/default semantics require manual review","51"
"ReductionMap.m","35a60888bd3d331fcd9f6d25ad9b37d394bf8a02627202fb93892f98ec3a6af0","d8589610f00cff106537268dee2e2a1153f3a601","ReductionMap","public","function R = ReductionMap(dim,varargin)","dim;varargin","K","K=1","1","false","exactly_1_outputs","R","Produces the reduction map","http://www.qetlab.com/ReductionMap","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;MaxEntangled;opt_args","","MaxEntangled;opt_args","iden;MaxEntangled;opt_args","","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","reduction_map","reduction_map(dim, k=1)","ReductionMap","verified","local_formula_general_map_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_c_mapping","Local formula/application, invalid-dimension, wrapper, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;The compatibility wrapper returns the raw QETLAB Choi matrix.;The native constructor returns a typed sparse general-map representation and does not infer or claim positivity or complete positivity.","MATLAB varargin/default semantics require manual review","27"
"RelEntCoherence.m","d449e4c206387b711ca7ea0e1427618e781dc22845649bb83bd3e49cb9a9f0b5","d8589610f00cff106537268dee2e2a1153f3a601","RelEntCoherence","public","function REC = RelEntCoherence(rho)","rho","","","1","false","exactly_1_outputs","REC","Computes the relative entropy of coherence of a quantum state","http://www.qetlab.com/RelEntCoherence","Nathaniel Johnston (nathaniel@njohnston.ca)","Entropy;pure_to_mixed","","Entropy;pure_to_mixed","Entropy;pure_to_mixed","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_coherence","relative_entropy_coherence","relative_entropy_coherence(state; base, atol=nothing, rtol=nothing, allow_densify=false)","RelEntCoherence","verified","local_analytic_base_generic_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e_coherence_mapping","Local analytic, base-validation, generic, sparse, wrapper, benchmark, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;Pure-vector evaluation supports generic floating precision, while density-matrix entropy uses the strict spectral validation policy.;The native API requires an explicit logarithm base; MATLABCompat.RelEntCoherence keeps QETLAB's base-two default.","","19"
"RobkCohValue.m","99f9eaf6c0f87ee4d72bbe50aa6dbc04d824b75fda431c4417de3e5e7fe8a7c5","d8589610f00cff106537268dee2e2a1153f3a601","RobkCohValue","public","function [rob,l] = RobkCohValue(v,k)","v;k","","","2","false","exactly_2_outputs","rob;l","Computes the robustness of k-coherence of a pure quantum state","","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_coherence","pure_k_coherence_robustness","pure_k_coherence_robustness(state, k; atol=nothing, rtol=nothing)","RobkCohValue","verified","local_theorem_complex_phase_permutation_branch_boundary_precision_validation_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_theorem_backed_mapping","Eight theorem-domain Octave/QETLAB fixtures agree; three additional fixtures retain the reviewed upstream discrepancies. MATLAB was not run.;The native implementation follows Theorem 1 on sorted coefficient magnitudes, validates finite normalized complex pure states and k in 2:n, and retains adjacent branch-gap diagnostics without using tolerances to change branch selection.;The two-output compatibility wrapper intentionally corrects the pinned routine's unsafe unsorted, complex-phase, and nonnormalized input behavior.","no upstream documentation URL annotation found","27"
"RobustnessCoherence.m","b8af3c8f056ba49ad703e361b1b6f8554776747b0790efefed34a359a28b7986","d8589610f00cff106537268dee2e2a1153f3a601","RobustnessCoherence","public","function RoC = RobustnessCoherence(rho)","rho","","","1","false","exactly_1_outputs","RoC","Computes the robustness of coherence of a quantum state","http://www.qetlab.com/RobustnessCoherence","Nathaniel Johnston (nathaniel@njohnston.ca)","CVX;L1NormCoherence;pure_to_mixed","","L1NormCoherence;pure_to_mixed","L1NormCoherence;pure_to_mixed","CVX","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_coherence","robustness_coherence","robustness_coherence(state; backend=NoOptimizationBackend(), strategy=:auto, atol=nothing, rtol=nothing, limits=OptimizationLimits(), allow_densify=false)","RobustnessCoherence","verified","local-386-shared-core-compatibility-plus-88-hypatia-scs-and-51-source-free-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-not-run","native-and-compatibility-docstrings_dedicated-analytic-sdp-noise-result-resource-and-migration-page-present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_implemented_2026_07_30","Pure-state, qubit, and diagonal branches are exact and construct checked free/noise evidence.;The general mixed-state branch is a package-owned SDP with explicit backend, limits, residuals, closest free state, unnormalized noise, and structured failure status.","CVX solver status and failure semantics require an explicit Julia design","50"
"SchattenNorm.m","cbb3fe3e899f4dfb241bacd2cee3e979f643a55e540d1bbeb600459a01c41566","d8589610f00cff106537268dee2e2a1153f3a601","SchattenNorm","public","function nrm = SchattenNorm(X,p)","X;p","","","1","false","exactly_1_outputs","nrm","Computes the Schatten p-norm of an operator","http://www.qetlab.com/SchattenNorm","Nathaniel Johnston (nathaniel@njohnston.ca)","kpNorm","","kpNorm","kpNorm","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","schatten_norm","schatten_norm(matrix, p; allow_densify=false)","SchattenNorm","verified","local_analytic_invalid_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_d_mapping","Local analytic, invalid-input, wrapper, benchmark, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;The dependency-free implementation computes a full SVD and sparse inputs require an explicit allow_densify=true opt-in.;The native and compatibility paths validate real p >= 1, including p=Inf.","","17"
"SchmidtDecomposition.m","1204afc8cd42b431d24224193e8ace0efd854e5437cee6823272006e410f30dc","d8589610f00cff106537268dee2e2a1153f3a601","SchmidtDecomposition","public","function [s,u,v] = SchmidtDecomposition(vec,varargin)","vec;varargin","DIM;K","DIM=[sqrt(length(VEC)),sqrt(length(VEC))];K=0","3","false","exactly_3_outputs","s;u;v","Computes the Schmidt decomposition of a bipartite vector","http://www.qetlab.com/SchmidtDecomposition","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args","","opt_args","opt_args","","explicit","issparse","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","entanglement","schmidt_decomposition","schmidt_decomposition(psi, dims; allow_densify=false)","SchmidtDecomposition","verified","local_phase_independent_reconstruction_shape_k_selection_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_migration_and_entanglement_semantics_docs_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_d_mapping","Reconstruction is tested phase-independently; local shape, sparse, wrapper, benchmark, and supplemental Octave/QETLAB coefficient fixtures pass, while singular vectors are not compared entrywise.;The compatibility wrapper returns a named tuple rather than three positional MATLAB outputs and preserves the reviewed K=-1, K=0, and positive-K selection semantics.;The native API returns a typed SchmidtDecompositionResult containing the full thin decomposition.","calls full(...); densification conditions and size limits require review;MATLAB varargin/default semantics require manual review","71"
"SchmidtRank.m","1a46606accc87a2060b9644a4fa334025618978f4a64ebb37784382868a8336d","d8589610f00cff106537268dee2e2a1153f3a601","SchmidtRank","public","function rnk = SchmidtRank(vec,varargin)","vec;varargin","DIM;TOL","DIM=[sqrt(length(VEC)),sqrt(length(VEC))];TOL=sqrt(length(VEC))*eps(norm(VEC))","1","false","exactly_1_outputs","rnk","Computes the Schmidt rank of a bipartite vector","http://www.qetlab.com/SchmidtRank","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;sporth","","opt_args;sporth","opt_args;sporth","","explicit","issparse","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","entanglement","schmidt_rank","schmidt_rank(psi, dims; atol=nothing, rtol=nothing, allow_densify=false)","SchmidtRank","verified","local_rank_threshold_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_migration_and_entanglement_semantics_docs_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_d_mapping","Local threshold, invalid-input, wrapper, benchmark, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;The native return is explicitly a tolerance-defined numerical rank, not an exact algebraic rank claim.;The wrapper implements QETLAB's reviewed default threshold and treats a supplied TOL as a strict absolute singular-value threshold.","MATLAB varargin/default semantics require manual review","47"
"SkOperatorNorm.m","67fc32b39abb01fb1c098750b19de1ef0cadcf622d610ec9446d9d2a0d87eaac","d8589610f00cff106537268dee2e2a1153f3a601","SkOperatorNorm","public","function [lb,lwit,ub,uwit] = SkOperatorNorm(X,varargin)","X;varargin","K;DIM;STR;TARGET;TOL","K=1;DIM=has both subsystems of equal dimension;STR=2;TARGET=-1;TOL=eps^(3/8)","4","false","exactly_4_outputs","lb;lwit;ub;uwit","Bounds the S(k)-norm of an operator","http://www.qetlab.com/SkOperatorNorm","Nathaniel Johnston (nathaniel@njohnston.ca), based on joint work with David W. Kribs","CVX;iden;IsPSD;kpNorm;MaxEntangled;normalize_cols;opt_args;PartialMap;PartialTrace;PartialTranspose;PermuteSystems;Realignment;SchmidtDecomposition;SchmidtRank;sk_iterate;SkVectorNorm;sporth;Swap","","IsPSD;jacobi_poly;kpNorm;opt_args;PartialTrace;PartialTranspose;Realignment;sk_iterate;SkVectorNorm;SymmetricProjection","iden;IsPSD;jacobi_poly;kpNorm;MaxEntangled;normalize_cols;opt_args;PartialMap;PartialTrace;PartialTranspose;PermuteSystems;Realignment;SchmidtDecomposition;SchmidtRank;sk_iterate;SkVectorNorm;sporth;Swap;SymmetricProjection","CVX","not_declared","","explicit_full_call","","sk_iterate","implicit_matlab_global_rng_transitive_via:sk_iterate","linear_algebra_and_matrix_analysis","sk_operator_norm","sk_operator_norm(rng, operator; k=1, dims=nothing, strength=2, target=nothing, backend=NoOptimizationBackend(), limits=OptimizationLimits(), kwargs...) -> SKOperatorNormResult","SkOperatorNorm","verified","local-148-core-compatibility-64-hypatia-scs-and-26-source-free-octave-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-not-run","native-docstrings_sk-block-positivity-guide_api-reference_migration_and-bound-witness-hierarchy-resource-contracts-present","local_quick_exact-and-bounded-smokes-recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_2026_07_29","A mandatory explicit RNG and bounded projected search replace the pinned global-RNG helper; level-one PPT/reduction and higher k=1 bosonic-PPT models are package-owned and solver-neutral.;The native result separates analytic exact branches, explicit Schmidt-rank lower witnesses, theorem bounds, numerical SDP upper relaxations, target decisions, resource limits, and backend status.","behavior depends on MATLAB input/output arity;calls full(...); densification conditions and size limits require review;CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review;transitively uses implicit MATLAB global RNG via sk_iterate","309"
"SkVectorNorm.m","8e2d4c58e9d026a7dbd5b1fc61aa25b1cade23f21b10ce4e08a0fa2fff223604","d8589610f00cff106537268dee2e2a1153f3a601","SkVectorNorm","public","function nrm = SkVectorNorm(vec,varargin)","vec;varargin","K;DIM","K=1;DIM=has both subsystems of equal dimension","1","false","exactly_1_outputs","nrm","Computes the s(k)-norm of a vector","http://www.qetlab.com/SkVectorNorm","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;SchmidtDecomposition","","opt_args;SchmidtDecomposition","opt_args;SchmidtDecomposition","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","schmidt_k_norm","schmidt_k_norm(psi, dims, k=1; allow_densify=false)","SkVectorNorm","verified","local_rectangular_product_entangled_zero_sparse_generic-full-spectrum_invalid_and-wrapper_tests_pass_matlab_not_run","complete_numeric_scope_api_docstrings_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_wp2_numeric_mapping","MATLABCompat.SkVectorNorm preserves the reviewed nearest-integer square-root default, scalar DIM expansion, and argument order; the default may infer a rectangular bipartition when it divides the vector length.;The dedicated native function returns the Euclidean norm of the k largest Schmidt coefficients for rectangular bipartite dimensions, with positive k clipped to the smaller subsystem.;The full-spectrum path uses norm(psi) without densification and preserves generic floating precision; truncated sparse or non-BLAS spectral work remains explicitly unsupported without an available factorization.","MATLAB varargin/default semantics require manual review","53"
"Swap.m","959321ab56ba5977cb99100872631a198c8734d836a402033efcb2374dd43d60","d8589610f00cff106537268dee2e2a1153f3a601","Swap","public","function SX = Swap(X,varargin)","X;varargin","SYS;DIM;ROW_ONLY","SYS=[1,2];DIM=[sqrt(length(X)),sqrt(length(X))];ROW_ONLY=0","1","false","exactly_1_outputs","SX","Swaps two subsystems within a state or operator","http://www.qetlab.com/Swap","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;PermuteSystems","","opt_args;PermuteSystems","opt_args;PermuteSystems","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","tensor_and_subsystem_operations","swap_subsystems","swap_subsystems(input, dims, first, second; rows_only=false)","Swap","verified","local_tests_pass_matlab_differential_not_run","api_docstring_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_a_mapping","Local Julia and compatibility-wrapper tests pass; MATLAB differential parity has not been run.;Native code takes explicit subsystem labels and dimensions; the compatibility wrapper preserves QETLAB argument order and defaults.","MATLAB varargin/default semantics require manual review","62"
"SwapOperator.m","eebcbfdd24675cfd0369a90b3d266ed6fa041e80574c31bd907f93a8d8acb6d2","d8589610f00cff106537268dee2e2a1153f3a601","SwapOperator","public","function S = SwapOperator(dim,varargin)","dim;varargin","SP","SP=0","1","false","exactly_1_outputs","S","Produces a unitary operator that swaps two subsystems","http://www.qetlab.com/SwapOperator","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;opt_args;PermuteSystems;Swap","","iden;opt_args;Swap","iden;opt_args;PermuteSystems;Swap","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","tensor_and_subsystem_operations","swap_operator","swap_operator(dims; systems=(1, 2), T=Bool, sparse_output=true)","SwapOperator","verified","local_tests_pass_matlab_differential_not_run","api_docstring_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_a_mapping","Local Julia and compatibility-wrapper tests pass; MATLAB differential parity has not been run.;Native output is sparse by default; the compatibility wrapper preserves QETLAB's dense default.","MATLAB varargin/default semantics require manual review","34"
"SymmetricExtension.m","ca8e1aaf9b3766a3e29bc1375eecf473cdb77bc71159a033411c77eacb6e7e59","d8589610f00cff106537268dee2e2a1153f3a601","SymmetricExtension","public","function [ex,wit] = SymmetricExtension(X,varargin)","X;varargin","K;DIM;PPT;BOS;TOL","K=2;DIM=has both subsystems of equal dimension;PPT=0;BOS=0;TOL=eps^(1/4)","2","false","exactly_2_outputs","ex;wit","Determines whether or not an operator has a symmetric extension","http://www.qetlab.com/SymmetricExtension","Nathaniel Johnston (nathaniel@njohnston.ca), with improvements by Mateus Araújo","CVX;IsPPT;IsPSD;opt_args;PartialTrace;PartialTranspose;PermutationOperator;PermuteSystems;sporth;SymmetricProjection","","IsPPT;IsPSD;opt_args;PartialTrace;PartialTranspose;SymmetricProjection","IsPPT;IsPSD;opt_args;PartialTrace;PartialTranspose;PermutationOperator;PermuteSystems;sporth;SymmetricProjection","CVX","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_information_miscellaneous","symmetric_extension","symmetric_extension(state; order=2, dims=nothing, ppt=false, bosonic=false, backend=NoOptimizationBackend(), prefer_analytic=true, atol=nothing, rtol=nothing, allow_densify=false, max_dense_entries=1000000, max_order=8, limits=OptimizationLimits())","SymmetricExtension","verified","local_analytic-model-primal-dual-ppt-bosonic-boundary-resource-backend-compatibility-and-julia-1.10-tests-plus-five-source-free-octave-decisions-pass_matlab-and-cvx-not-run","complete_native-and-compatibility-docstrings_dedicated-hierarchy-guide_solver-guide_api-navigation_migration-and-oracle-evidence-present","local_two-qubit-analytic-and-bosonic-ppt-model-quick-smoke-cases-added","qetlab-bsd-2-clause-license-verified","source_reviewed_and_implemented_wp3_2026_07_30","Every returned primal extension is independently checked for Hermiticity, PSD, trace, marginal, permutation, bosonic support, and modeled PPT constraints. A solver dual becomes a normalized entanglement witness only after full cone/stationarity and Tr(WX)=-1 residual validation.;Hypatia and SCS exercise optional solver paths in an isolated extension environment; the committed Octave fixture covers five solver-free decisions. MATLAB and CVX were not run.;Solver-free order-one, two-qubit order-two, low-dimensional PPT, and universal robust-NPT branches are distinct from optional-backend results; numerical boundaries and unavailable, limited, malformed, or failed backends remain inconclusive.;The package-owned solver-neutral SDP uses A,B1,...,Bk tensor order, direct adjacent-copy symmetry equalities or an orthonormal bosonic compression, the AB1 marginal, positivity, and requested representative partial transposes.","behavior depends on MATLAB input/output arity;CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review","162"
"SymmetricInnerExtension.m","f73e38499197fb18c1ff9cff554fd77e13ab7ccfbe48590a25437cd70d7f39da","d8589610f00cff106537268dee2e2a1153f3a601","SymmetricInnerExtension","public","function [ex,wit] = SymmetricInnerExtension(X,varargin)","X;varargin","K;DIM;PPT;TOL","K=2;DIM=has both subsystems of equal dimension;PPT=0;TOL=eps^(1/4)","2","false","exactly_2_outputs","ex;wit","Determines whether or not an operator has a symmetric inner extension","http://www.qetlab.com/SymmetricInnerExtension","Nathaniel Johnston (nathaniel@njohnston.ca)","CVX;IsPPT;IsPSD;jacobi_poly;opt_args;PartialTrace;PartialTranspose;PermutationOperator;PermuteSystems;sporth;SymmetricProjection","","jacobi_poly;opt_args;PartialTrace;PartialTranspose;SymmetricProjection","IsPPT;IsPSD;jacobi_poly;opt_args;PartialTrace;PartialTranspose;PermutationOperator;PermuteSystems;sporth;SymmetricProjection","CVX","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_information_miscellaneous","symmetric_inner_extension","symmetric_inner_extension(state; order=2, dims=nothing, ppt=false, backend=NoOptimizationBackend(), atol=nothing, rtol=nothing, allow_densify=false, max_dense_entries=1000000, max_order=8, limits=OptimizationLimits())","SymmetricInnerExtension","verified","local_nonppt-ppt-jacobi-model-primal-dual-warning-boundary-resource-backend-compatibility-and-julia-1.10-tests-plus-three-source-free-octave-jacobi-fixtures-pass_matlab-and-cvx-not-run","complete_native-and-compatibility-docstrings_dedicated-hierarchy-guide_solver-guide_api-navigation_migration-and-oracle-evidence-present","covered_by_shared-symmetric-extension-model-smoke_no-separate-case-required","qetlab-bsd-2-clause-license-verified","source_reviewed_and_implemented_wp3_2026_07_30","Hypatia exercises positive and negative solver paths in the isolated optional extension environment; MATLAB and CVX were not run.;Reconstructed primal extensions and dual stationarity are independently checked. A negative dual is explicitly marked as a separator from the selected inner cone and never automatically as an entanglement witness, preserving the upstream warning.;The Jacobi recurrence is private, exact in its coefficient construction, and independently compared with three pinned helper fixtures; no jacobi_poly name is exported.;The package-owned solver-neutral model uses an orthonormal symmetric-subspace compression and the published Navascues-Owari-Plenio non-PPT or Jacobi-root PPT mixing transform.","behavior depends on MATLAB input/output arity;CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review","124"
"SymmetricProjection.m","2d64957fb604a5b1584b77154513129ca7ed3ae181a60f744577b273ed2434b9","d8589610f00cff106537268dee2e2a1153f3a601","SymmetricProjection","public","function PS = SymmetricProjection(dim,varargin)","dim;varargin","P;PARTIAL;MODE","P=2;PARTIAL=0;MODE=-1","1","false","exactly_1_outputs","PS","Produces the projection onto the symmetric subspace","http://www.qetlab.com/SymmetricProjection","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;PermutationOperator;PermuteSystems;sporth","","glob_ind;opt_args;PermutationOperator;sporth;sum_vector","glob_ind;opt_args;PermutationOperator;PermuteSystems;sporth;sum_vector","","explicit","sparse;speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","symmetric_projector","symmetric_projector(local_dimension, copies=2; T=Float64, sparse_output=true); symmetric_subspace_basis(local_dimension, copies=2; T=Float64, sparse_output=true)","SymmetricProjection","verified","local_projector_basis_property_and_wrapper_tests_pass_matlab_differential_not_run","api_docstring_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_a_mapping","Projector, idempotence, orthonormal-basis, exact-rational, and compatibility-wrapper tests pass locally; MATLAB differential parity has not been run.;The native API separates projector and orthonormal-basis outputs; the wrapper preserves the QETLAB PARTIAL selector.","MATLAB varargin/default semantics require manual review","107"
"Tensor.m","e7d1ae2a86321630d83d48253dfd2757a487645ae7c981fbf5a4df674efc87c3","d8589610f00cff106537268dee2e2a1153f3a601","Tensor","public","function krn = Tensor(A,varargin)","A;varargin","","","1","false","exactly_1_outputs","krn","Kronecker tensor product of two or more matrices or vectors","http://www.qetlab.com/Tensor","Nathaniel Johnston (nathaniel@njohnston.ca)","","","dec_to_bin","dec_to_bin","","explicit","issparse","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","tensor_and_subsystem_operations","tensor_product","tensor_product(factors...; copies=nothing); tensor_power(factor, copies)","Tensor","verified","local_tests_pass_matlab_differential_not_run","api_docstring_and_migration_mapping_present","benchmark_cases_added_full_quick_suite_not_yet_rerun","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_a_mapping","Local Julia and compatibility-wrapper tests pass; MATLAB differential parity has not been run.;Native repeated products are split between tensor_product and tensor_power.","behavior depends on MATLAB input/output arity;MATLAB varargin/default semantics require manual review","64"
